ts,server_id,cpu_pct,mem_pct,net_in,net_out,disk_io
20:54:25,server_6,59.57,56.54,9686.54,9998.37,160.39
20:54:25,server_7,44.5,55.33,337.98,287.02,82.5
20:54:25,server_8,80.75,28.64,862.61,1247.06,21.59
20:54:25,server_5,45.68,49.44,471.89,599.15,118.7
20:54:30,server_20,89.7,94.92,912.48,855.54,128.39
20:54:30,server_19,52.77,54.75,581.85,695.59,0.0
20:54:30,server_18,34.35,37.45,170.77,204.32,4058.31
20:54:30,server_17,92.51,89.13,873.41,1178.98,163.62
20:54:30,server_16,67.13,48.9,18466.9,19740.06,42.16
20:54:30,server_15,58.54,42.64,560.09,597.91,45.53
20:54:30,server_14,53.06,62.14,4462.68,4853.46,884.15
20:54:30,server_12,25.2,83.32,376.33,494.5,19.94
20:54:30,server_11,67.42,53.96,5490.27,4948.07,162.85
20:54:30,server_13,54.3,38.31,17474.35,17968.01,110.16
20:54:30,server_9,51.92,54.18,14676.25,15611.1,56.69
20:54:30,server_8,5.9,90.36,55.52,59.53,35.08
20:54:30,server_7,28.27,49.54,137.93,135.41,9744.92
20:54:30,server_6,62.4,51.94,12221.69,10948.81,197.41
20:54:30,server_5,99.85,0.26,990.82,665.36,45.63
20:54:30,server_4,16.46,91.8,160.29,113.48,153.11
20:54:30,server_3,94.52,88.98,869.55,1058.29,28.09
20:54:30,server_2,71.35,48.2,10627.51,11991.71,102.07
20:54:30,server_10,18.15,84.07,211.28,267.59,102.59
20:54:30,server_1,21.59,20.81,170.79,172.81,38.16
20:54:35,server_13,28.87,93.23,207.16,176.44,139.72
20:54:35,server_14,3.53,98.56,14.99,17.36,50.79
20:54:35,server_15,63.82,55.45,4632.33,5071.15,1032.27
20:54:35,server_16,23.73,16.17,173.26,128.51,0.0
20:54:35,server_20,90.18,81.38,839.39,728.99,75.14
20:54:35,server_18,95.77,80.91,948.09,477.07,30.89
20:54:35,server_19,79.93,32.26,17758.6,18265.44,82.06
20:54:35,server_12,90.65,84.46,910.11,1266.35,77.57
20:54:35,server_17,70.1,45.8,15070.15,12604.95,93.5
20:54:35,server_11,85.39,87.06,874.12,1041.97,66.74
20:54:35,server_3,51.72,47.7,442.66,374.32,106.02
20:54:35,server_9,57.6,66.14,532.3,415.71,47.95
20:54:35,server_8,46.26,56.94,532.27,310.54,9.46
20:54:35,server_7,51.47,48.52,556.56,325.62,119.43
20:54:35,server_6,98.04,92.32,1032.38,636.14,33.72
20:54:35,server_5,42.28,45.82,444.86,502.52,91.87
20:54:35,server_4,82.12,24.18,839.1,709.07,93.83
20:54:35,server_2,33.58,48.79,435.4,236.62,34.36
20:54:35,server_1,56.73,64.24,3706.11,3774.87,1165.42
20:54:35,server_10,66.25,46.07,1461.78,1439.15,1241.3
20:54:40,server_12,76.02,30.51,10567.63,9283.8,21.88
20:54:40,server_13,99.94,91.04,957.18,995.84,189.32
20:54:40,server_14,62.56,58.08,619.91,727.63,108.86
20:54:40,server_15,29.53,37.66,194.63,267.65,5161.89
20:54:40,server_19,94.29,12.27,923.11,731.51,0.0
20:54:40,server_17,66.55,73.12,685.63,890.79,119.52
20:54:40,server_18,25.78,84.91,392.16,226.63,21.52
20:54:40,server_11,94.68,87.96,991.81,1476.33,117.97
20:54:40,server_16,62.74,56.82,4969.67,4920.3,571.7
20:54:40,server_20,26.08,12.08,241.73,355.86,0.0
20:54:40,server_10,39.47,58.71,458.85,607.19,35.66
20:54:40,server_8,56.1,49.72,2073.14,1765.33,1342.99
20:54:40,server_1,66.61,76.47,688.74,560.86,198.93
20:54:40,server_2,53.12,55.81,17151.97,18732.52,159.27
20:54:40,server_3,65.7,63.35,3364.82,3484.5,714.45
20:54:40,server_9,94.64,86.5,925.69,553.83,116.91
20:54:40,server_5,87.37,1.81,906.06,624.64,0.0
20:54:40,server_6,28.71,96.7,265.47,357.82,34.94
20:54:40,server_7,25.08,48.69,170.42,252.11,7100.32
20:54:40,server_4,35.91,61.35,381.7,564.23,0.0
20:54:45,server_13,66.33,71.9,664.34,903.67,106.68
20:54:45,server_20,63.0,44.88,683.41,459.95,0.0
20:54:45,server_19,93.84,99.18,904.96,542.43,57.02
20:54:45,server_18,66.26,79.26,673.96,795.68,67.45
20:54:45,server_17,60.35,44.28,6740.91,7821.99,163.51
20:54:45,server_16,70.13,33.71,8481.76,8483.38,189.71
20:54:45,server_15,98.99,17.1,1005.23,1042.95,127.04
20:54:45,server_14,21.6,34.08,261.82,161.17,87.67
20:54:45,server_12,74.62,49.29,14619.45,15850.73,159.03
20:54:45,server_11,20.21,95.68,135.75,176.43,0.0
20:54:45,server_1,99.86,86.24,951.25,1336.65,129.98
20:54:45,server_9,99.78,86.26,912.12,479.08,113.47
20:54:45,server_8,97.96,82.91,944.48,640.59,61.15
20:54:45,server_7,97.74,92.22,1011.43,646.72,86.07
20:54:45,server_6,28.94,86.44,258.83,341.38,93.69
20:54:45,server_5,85.79,11.55,892.27,1133.44,188.45
20:54:45,server_4,82.08,1.91,804.89,498.21,0.0
20:54:45,server_3,68.31,46.88,16057.58,16370.31,56.34
20:54:45,server_2,21.39,91.6,206.54,305.15,74.2
20:54:45,server_10,46.77,50.09,1547.17,1518.67,550.38
20:54:50,server_13,65.55,38.74,12881.31,12741.85,56.01
20:54:50,server_14,59.27,52.13,638.79,776.08,69.31
20:54:50,server_15,85.03,82.17,862.45,740.48,0.0
20:54:50,server_16,25.87,36.02,281.48,220.19,36.1
20:54:50,server_12,31.48,27.91,268.61,366.06,52.16
20:54:50,server_18,15.18,99.97,167.81,130.68,49.3
20:54:50,server_19,92.38,9.21,915.02,992.68,77.25
20:54:50,server_20,96.71,12.31,904.47,505.09,114.08
20:54:50,server_17,59.81,37.23,16720.0,18391.14,168.16
20:54:50,server_11,36.06,35.52,435.64,643.77,115.77
20:54:50,server_1,35.97,35.61,401.46,293.66,15.17
20:54:50,server_9,36.75,31.02,384.47,388.89,92.89
20:54:50,server_8,49.91,53.04,555.79,739.97,131.91
20:54:50,server_7,7.93,82.35,65.6,39.16,89.1
20:54:50,server_6,41.66,58.11,320.53,392.2,103.77
20:54:50,server_5,92.54,26.05,982.52,1364.22,41.75
20:54:50,server_4,16.61,83.39,132.39,164.01,36.62
20:54:50,server_3,69.46,67.05,778.52,795.67,74.86
20:54:50,server_2,96.38,83.69,886.33,611.0,50.62
20:54:50,server_10,50.94,31.9,16142.13,15567.43,64.54
20:54:55,server_13,52.92,71.78,587.19,329.74,84.89
20:54:55,server_14,36.07,33.33,62.71,78.42,5249.79
20:54:55,server_15,33.73,42.28,397.33,443.68,38.58
20:54:55,server_16,41.01,37.8,374.0,525.71,93.46
20:54:55,server_20,63.27,45.45,7554.88,7130.95,11.38
20:54:55,server_18,44.42,45.35,1309.86,1564.23,1009.96
20:54:55,server_19,54.47,62.61,550.74,496.45,50.13
20:54:55,server_12,23.3,92.87,297.56,305.8,15.67
20:54:55,server_17,37.41,32.4,319.05,374.88,23.52
20:54:55,server_11,90.51,15.89,999.66,1090.39,51.87
20:54:55,server_5,23.44,42.69,218.24,253.11,46.98
20:54:55,server_9,90.57,82.35,969.21,1375.11,5.67
20:54:55,server_2,93.5,93.17,972.93,1131.3,35.31
20:54:55,server_3,85.01,25.13,870.69,611.75,94.42
20:54:55,server_4,55.81,33.23,9763.45,10436.91,175.87
20:54:55,server_1,38.93,22.49,158.07,230.53,4070.29
20:54:55,server_6,30.22,46.22,93.12,108.22,9378.12
20:54:55,server_7,34.36,51.27,336.76,398.05,72.92
20:54:55,server_8,34.3,22.63,313.16,366.9,138.0
20:54:55,server_10,14.31,86.69,148.21,158.01,157.13
20:55:00,server_12,16.47,83.08,131.9,102.02,11.9
20:55:00,server_19,89.08,93.92,995.36,1153.88,39.52
20:55:00,server_18,67.42,59.02,2791.31,2606.69,1615.92
20:55:00,server_17,74.57,34.41,19881.59,17458.0,57.39
20:55:00,server_16,1.44,87.69,2.18,3.13,0.0
20:55:00,server_15,89.72,96.42,887.2,1201.84,142.6
20:55:00,server_14,61.47,74.97,646.02,533.43,103.31
20:55:00,server_13,86.17,95.65,980.94,1112.38,80.63
20:55:00,server_11,63.05,54.55,5347.44,6405.04,36.1
20:55:00,server_20,59.69,66.32,630.16,492.21,34.96
20:55:00,server_9,91.71,11.84,916.81,898.52,29.69
20:55:00,server_1,86.35,87.09,795.57,776.73,93.79
20:55:00,server_2,32.8,28.56,450.87,352.85,43.6
20:55:00,server_3,33.68,24.75,341.93,207.45,0.0
20:55:00,server_4,51.38,44.46,506.42,323.49,114.35
20:55:00,server_10,45.95,57.43,415.36,374.07,46.8
20:55:00,server_6,49.35,34.33,152.12,186.3,6634.04
20:55:00,server_7,38.28,61.77,457.96,430.59,16.31
20:55:00,server_8,2.84,80.09,0.0,0.0,76.88
20:55:00,server_5,60.59,32.32,15046.7,14844.45,122.22
20:55:05,server_11,88.64,96.31,814.07,663.29,30.08
20:55:05,server_19,81.34,15.05,802.96,659.9,40.68
20:55:05,server_18,40.71,42.75,413.39,295.22,2.93
20:55:05,server_17,32.48,42.14,327.32,406.19,63.77
20:55:05,server_16,67.41,39.14,15611.99,18522.22,26.1
20:55:05,server_15,26.79,24.28,254.9,283.31,0.0
20:55:05,server_14,56.12,56.2,607.12,794.08,38.67
20:55:05,server_13,34.58,41.56,403.2,301.85,72.36
20:55:05,server_12,28.73,32.96,256.15,133.93,0.0
20:55:05,server_20,22.56,38.23,211.36,126.87,79.25
20:55:05,server_10,37.97,45.03,109.22,84.27,9588.58
20:55:05,server_8,76.07,40.73,6424.69,7649.88,28.55
20:55:05,server_7,53.0,68.79,4035.7,3653.77,1671.54
20:55:05,server_6,39.58,31.97,432.9,639.0,90.99
20:55:05,server_5,35.15,47.7,381.89,540.37,20.39
20:55:05,server_4,53.16,68.31,599.86,658.66,44.89
20:55:05,server_3,63.2,61.59,561.26,399.12,33.94
20:55:05,server_2,38.11,49.08,171.12,170.51,3791.23
20:55:05,server_1,56.96,62.6,514.77,458.85,31.21
20:55:05,server_9,76.31,35.25,11767.4,11414.14,4.19
20:55:10,server_14,49.41,43.57,168.89,219.99,7390.13
20:55:10,server_15,50.21,43.08,3232.56,3671.1,1802.6
20:55:10,server_16,56.71,64.1,643.93,679.12,56.58
20:55:10,server_13,56.42,59.87,481.95,482.72,56.58
20:55:10,server_18,86.17,12.27,826.77,1234.0,140.54
20:55:10,server_19,89.63,20.53,838.72,629.02,58.55
20:55:10,server_20,59.11,61.96,1755.06,1963.05,1974.7
20:55:10,server_17,52.72,53.63,595.37,491.89,64.67
20:55:10,server_12,95.23,98.05,887.51,1225.36,97.77
20:55:10,server_11,95.18,89.17,942.49,1327.61,128.27
20:55:10,server_1,43.09,58.19,453.44,264.63,36.13
20:55:10,server_9,69.42,51.27,691.61,936.2,103.73
20:55:10,server_8,98.32,88.84,995.07,826.87,34.94
20:55:10,server_7,35.69,49.77,95.88,113.52,9845.11
20:55:10,server_6,66.9,84.95,684.6,524.52,78.1
20:55:10,server_5,57.34,67.3,555.43,762.98,128.57
20:55:10,server_4,4.27,80.28,85.17,76.13,0.0
20:55:10,server_3,99.81,15.21,965.42,1350.93,0.0
20:55:10,server_2,90.41,82.5,851.34,480.85,67.19
20:55:10,server_10,29.83,46.14,181.94,156.9,9867.0
20:55:15,server_13,97.22,16.28,1003.14,1031.63,33.93
20:55:15,server_14,37.86,45.04,312.44,266.07,73.34
20:55:15,server_15,42.99,54.2,551.19,570.77,48.54
20:55:15,server_20,54.41,64.46,615.37,710.27,100.86
20:55:15,server_18,62.56,63.16,608.95,554.11,74.84
20:55:15,server_19,44.61,40.73,3968.29,4492.14,1194.13
20:55:15,server_12,99.92,92.53,1031.93,765.88,52.74
20:55:15,server_16,16.13,97.99,79.76,51.12,20.32
20:55:15,server_11,98.06,9.0,904.08,708.92,0.0
20:55:15,server_17,66.49,66.43,1550.08,1775.07,1061.52
20:55:15,server_9,63.28,58.49,2560.07,3066.44,1402.28
20:55:15,server_10,62.77,55.25,3443.91,3155.82,672.2
20:55:15,server_2,43.67,46.17,403.22,268.33,22.47
20:55:15,server_3,65.5,38.28,19832.82,23061.06,181.25
20:55:15,server_4,91.09,99.53,992.21,869.79,120.0
20:55:15,server_1,41.04,59.54,361.41,267.43,92.28
20:55:15,server_6,22.55,23.48,203.52,303.81,30.31
20:55:15,server_7,90.78,3.35,921.11,1317.58,67.86
20:55:15,server_8,24.13,26.17,157.81,169.24,5958.48
20:55:15,server_5,78.22,58.43,19865.84,23491.73,160.11
20:55:20,server_20,40.03,50.67,396.45,375.65,0.0
20:55:20,server_12,38.21,47.28,366.41,334.26,0.0
20:55:20,server_19,55.62,77.88,564.27,711.7,72.64
20:55:20,server_18,89.15,19.26,851.53,1188.99,62.25
20:55:20,server_17,34.24,44.73,349.28,363.42,11.61
20:55:20,server_16,82.62,1.39,858.37,940.44,0.0
20:55:20,server_15,92.99,5.62,854.22,1106.77,116.57
20:55:20,server_14,54.99,65.42,464.12,543.57,41.01
20:55:20,server_13,97.13,22.85,1035.56,1292.01,67.72
20:55:20,server_11,93.79,7.31,851.5,452.35,131.74
20:55:20,server_7,53.68,58.63,608.93,643.95,72.62
20:55:20,server_9,68.71,58.25,11580.22,11878.99,163.05
20:55:20,server_8,21.27,48.36,169.57,156.23,7016.86
20:55:20,server_6,36.29,62.02,289.2,355.61,29.79
20:55:20,server_5,55.99,60.9,632.82,695.42,116.48
20:55:20,server_4,66.61,50.83,2615.75,3120.01,1647.25
20:55:20,server_3,45.64,64.1,3140.23,3576.75,1994.06
20:55:20,server_2,52.13,31.65,9932.17,9857.18,30.58
20:55:20,server_1,25.54,83.91,149.5,134.82,8.78
20:55:20,server_10,48.13,45.32,472.16,516.62,58.01
20:55:25,server_15,52.07,45.86,1906.49,1925.69,918.95
20:55:25,server_13,42.61,34.46,181.03,258.9,7210.53
20:55:25,server_14,26.6,24.5,129.6,103.18,8136.31
20:55:25,server_16,65.8,68.71,1612.36,1815.99,1556.8
20:55:25,server_12,97.49,94.88,1033.88,755.63,87.24
20:55:25,server_18,49.93,34.07,199.45,278.0,5796.44
20:55:25,server_19,24.69,28.18,219.14,178.61,16.89
20:55:25,server_20,20.31,91.83,351.56,217.91,104.33
20:55:25,server_17,37.25,43.93,446.03,509.08,124.47
20:55:25,server_11,22.85,90.95,204.51,223.34,0.0
20:55:25,server_1,53.25,63.75,4818.51,5439.98,1209.31
20:55:25,server_9,57.82,41.28,9244.74,8989.9,0.5
20:55:25,server_2,53.92,61.67,579.52,682.94,88.25
20:55:25,server_3,93.6,29.45,1058.26,1422.39,22.74
20:55:25,server_4,15.47,81.37,184.55,246.03,75.04
20:55:25,server_10,34.17,37.63,329.0,174.51,48.76
20:55:25,server_6,29.87,36.43,341.93,412.56,39.82
20:55:25,server_7,87.76,83.51,755.82,607.06,99.68
20:55:25,server_8,87.77,21.36,910.27,912.86,78.93
20:55:25,server_5,24.47,30.0,200.17,194.82,78.28
20:55:30,server_13,47.47,42.46,495.05,721.87,16.0
20:55:30,server_20,63.16,43.24,10073.74,11973.01,182.98
20:55:30,server_19,23.03,36.87,190.71,185.85,11.32
20:55:30,server_18,40.86,61.79,4865.09,5344.99,1862.17
20:55:30,server_17,87.59,83.61,852.21,695.43,72.11
20:55:30,server_16,89.23,26.6,848.99,1159.28,111.52
20:55:30,server_15,60.22,56.94,630.88,537.56,74.72
20:55:30,server_14,26.49,32.83,136.15,195.53,7557.15
20:55:30,server_12,90.98,88.78,865.7,564.72,127.98
20:55:30,server_11,55.78,48.06,1249.34,1294.14,900.83
20:55:30,server_1,21.17,80.73,167.08,229.06,70.57
20:55:30,server_9,63.92,76.7,707.99,1058.13,98.03
20:55:30,server_8,77.21,57.61,15583.75,18627.71,73.85
20:55:30,server_7,55.29,46.15,477.83,437.69,38.52
20:55:30,server_6,31.77,34.66,285.11,162.2,16.7
20:55:30,server_5,42.22,44.63,453.68,264.29,125.37
20:55:30,server_4,36.04,42.4,345.78,214.97,66.89
20:55:30,server_3,23.16,82.77,201.75,111.31,120.49
20:55:30,server_2,87.17,23.72,933.5,661.82,89.79
20:55:30,server_10,45.53,57.95,3612.24,4324.49,1762.23
20:55:35,server_13,36.99,38.87,47.44,61.99,7252.54
20:55:35,server_14,89.61,15.6,922.77,1291.37,77.53
20:55:35,server_15,89.93,80.79,846.58,791.22,38.68
20:55:35,server_16,51.72,77.39,474.04,358.21,96.73
20:55:35,server_12,63.49,60.3,616.05,330.76,46.51
20:55:35,server_18,41.86,61.96,1771.72,1813.72,783.51
20:55:35,server_19,38.06,23.92,187.42,111.07,4348.98
20:55:35,server_20,67.52,47.9,15704.16,14061.74,112.03
20:55:35,server_17,64.21,66.47,648.11,482.44,42.49
20:55:35,server_11,68.94,64.19,698.92,784.48,101.17
20:55:35,server_1,95.88,93.2,952.08,1164.76,44.73
20:55:35,server_9,32.29,45.52,256.65,325.85,60.91
20:55:35,server_8,81.43,24.54,864.21,865.91,1.53
20:55:35,server_7,17.27,82.57,110.6,97.68,74.86
20:55:35,server_6,61.73,40.61,1685.58,1430.15,1369.11
20:55:35,server_5,96.6,22.76,828.31,976.15,104.48
20:55:35,server_4,6.5,97.91,41.31,24.73,117.07
20:55:35,server_3,73.71,52.15,9680.39,8651.8,67.66
20:55:35,server_2,63.66,70.12,665.18,363.32,107.61
20:55:35,server_10,13.82,80.58,82.51,96.98,128.33
20:55:40,server_13,2.46,82.59,74.29,92.91,35.89
20:55:40,server_14,36.72,52.14,470.45,444.11,0.0
20:55:40,server_15,81.48,24.42,836.83,580.64,118.68
20:55:40,server_16,35.55,20.43,58.79,60.07,3789.29
20:55:40,server_20,54.71,41.97,10676.07,11220.97,79.08
20:55:40,server_18,81.34,29.76,821.72,834.55,46.49
20:55:40,server_19,55.34,32.97,15205.36,13423.04,102.13
20:55:40,server_12,91.84,91.81,927.41,489.92,87.88
20:55:40,server_17,30.86,28.9,0.01,0.01,5135.82
20:55:40,server_11,24.06,85.16,220.19,262.96,31.8
20:55:40,server_1,20.46,23.73,158.25,184.76,134.65
20:55:40,server_9,26.44,32.06,302.38,235.49,90.77
20:55:40,server_2,38.94,26.09,451.09,659.41,0.0
20:55:40,server_3,41.58,44.14,441.21,640.34,17.41
20:55:40,server_4,39.65,49.57,371.78,328.68,94.67
20:55:40,server_10,28.25,37.04,308.17,442.25,44.89
20:55:40,server_6,69.07,59.61,19343.0,18335.85,9.83
20:55:40,server_7,48.83,64.16,505.72,673.09,126.98
20:55:40,server_8,96.13,7.82,974.12,496.71,50.73
20:55:40,server_5,46.56,44.35,405.66,413.29,37.17
20:55:45,server_12,26.6,47.03,319.79,225.73,31.57
20:55:45,server_19,97.31,83.71,895.54,1034.64,78.67
20:55:45,server_18,64.68,62.31,676.57,915.03,92.3
20:55:45,server_17,72.25,51.61,19382.66,17859.6,54.89
20:55:45,server_16,32.24,32.15,407.15,214.6,45.53
20:55:45,server_15,57.25,43.0,2758.03,2736.77,1799.62
20:55:45,server_14,1.77,94.79,0.0,0.0,42.0
20:55:45,server_13,44.37,36.24,460.05,403.31,0.0
20:55:45,server_20,71.54,53.66,9322.7,8062.38,117.0
20:55:45,server_11,50.98,64.08,553.97,733.15,27.34
20:55:45,server_9,99.51,80.83,1023.0,532.56,104.69
20:55:45,server_8,24.66,25.57,183.03,104.68,42.94
20:55:45,server_7,67.94,81.73,629.43,834.35,89.91
20:55:45,server_6,21.85,45.01,169.71,210.45,7181.37
20:55:45,server_5,9.1,91.04,55.62,39.71,59.93
20:55:45,server_4,62.71,51.59,4000.81,4687.12,1729.92
20:55:45,server_3,85.2,98.0,771.31,657.25,28.38
20:55:45,server_2,16.44,84.02,199.44,263.94,18.75
20:55:45,server_1,46.39,60.02,1546.16,1602.59,1913.51
20:55:45,server_10,20.44,29.09,194.69,171.81,0.0
20:55:50,server_13,48.95,45.51,2760.22,2388.59,1382.75
20:55:50,server_14,21.1,34.87,190.79,215.64,55.16
20:55:50,server_15,34.46,19.03,417.43,393.97,15.21
20:55:50,server_16,57.45,71.12,566.01,302.72,0.0
20:55:50,server_12,52.62,65.75,512.97,575.64,50.04
20:55:50,server_18,91.26,95.11,962.49,618.62,66.39
20:55:50,server_19,66.41,44.03,15805.31,18917.24,92.36
20:55:50,server_20,49.66,32.24,165.43,222.82,3646.37
20:55:50,server_17,86.31,95.31,811.74,920.28,120.49
20:55:50,server_11,50.97,51.14,12074.63,10610.7,53.5
20:55:50,server_5,29.07,95.52,273.27,140.41,92.69
20:55:50,server_9,65.78,68.92,1669.06,1741.49,1873.85
20:55:50,server_1,60.65,58.93,1440.47,1659.2,726.98
